func_id,qualified_name,signature,callable_kind,source_file,compile_strategy
J2-001,org.joda.time.field.UnsupportedDateTimeField#getInstance,"public static synchronized UnsupportedDateTimeField getInstance( DateTimeFieldType type, DurationField durationField)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/field/UnsupportedDateTimeField.java,maven_original_project
J2-002,org.joda.time.format.FormatUtils#appendUnpaddedInteger,"public static void appendUnpaddedInteger(Appendable appendable, int value)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,maven_original_project
J2-003,org.joda.time.format.FormatUtils#writeUnpaddedInteger,"public static void writeUnpaddedInteger(Writer out, int value)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,maven_original_project
J2-004,org.joda.time.tz.DateTimeZoneBuilder#readFrom,"public static DateTimeZone readFrom(DataInput in, String id)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/tz/DateTimeZoneBuilder.java,maven_original_project
J2-005,org.apache.commons.math4.legacy.core.dfp.DfpMath#sin,@return sin(a),public_static_top_level,data-research/raw/commons-math/commons-math-legacy-core/src/main/java/org/apache/commons/math4/legacy/core/dfp/DfpMath.java,maven_original_project
J2-006,org.apache.commons.math4.legacy.core.dfp.DfpMath#cos,@return cos(a),public_static_top_level,data-research/raw/commons-math/commons-math-legacy-core/src/main/java/org/apache/commons/math4/legacy/core/dfp/DfpMath.java,maven_original_project
J2-007,org.apache.commons.math4.legacy.analysis.solvers.UnivariateSolverUtils#isBracketing,"public static boolean isBracketing(UnivariateFunction function, final double lower, final double upper)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/analysis/solvers/UnivariateSolverUtils.java,maven_original_project
J2-008,org.apache.commons.math4.legacy.linear.JacobiPreconditioner#create,public static JacobiPreconditioner create(final RealLinearOperator a),public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/JacobiPreconditioner.java,maven_original_project
J2-009,org.apache.commons.math4.legacy.ode.nonstiff.AdamsNordsieckFieldTransformer#getInstance,"public static <T extends RealFieldElement<T>> AdamsNordsieckFieldTransformer<T> getInstance(final Field<T> field, final int nSteps)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/ode/nonstiff/AdamsNordsieckFieldTransformer.java,maven_original_project
J2-010,org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex#alongAxes,public static Simplex alongAxes(double[] steps),public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/optim/nonlinear/scalar/noderiv/Simplex.java,maven_original_project
J2-011,org.apache.commons.math4.legacy.util.CompositeFormat#parseNextCharacter,"public static char parseNextCharacter(final String source, final ParsePosition pos)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/util/CompositeFormat.java,maven_original_project
J2-012,com.google.gson.JsonParser#parseReader,public static JsonElement parseReader(Reader reader),public_static_top_level,data-research/raw/gson/gson/src/main/java/com/google/gson/JsonParser.java,maven_original_project
J2-013,com.google.gson.internal.bind.TypeAdapters#TypeAdapter<AtomicIntegerArray>,new TypeAdapter<AtomicIntegerArray>(),public_static_top_level,data-research/raw/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,maven_original_project
J2-014,com.google.gson.internal.bind.TypeAdapters#atomicLongArrayAdapter,public static TypeAdapter<AtomicLongArray> atomicLongArrayAdapter( TypeAdapter<Number> longAdapter),public_static_top_level,data-research/raw/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,maven_original_project
J2-015,org.joda.time.DateTimeUtils#isContiguous,public static final boolean isContiguous(ReadablePartial partial),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeUtils.java,maven_original_project
J2-016,org.joda.time.chrono.GJChronology#getInstance,"public static GJChronology getInstance( DateTimeZone zone, ReadableInstant gregorianCutover, int minDaysInFirstWeek)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/GJChronology.java,maven_original_project
J2-017,org.joda.time.field.FieldUtils#safeMultiply,"public static long safeMultiply(long val1, int val2)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/field/FieldUtils.java,maven_original_project
J2-018,org.apache.commons.cli.PatternOptionBuilder#parsePattern,public static Options parsePattern(final String pattern),public_static_top_level,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,maven_original_project
J2-019,org.apache.commons.collections4.MapUtils#getNumber,"public static <K> Number getNumber(final Map<? super K, ?> map, final K key)",public_static_top_level,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/MapUtils.java,maven_original_project
J2-020,org.apache.commons.collections4.collection.UnmodifiableBoundedCollection#unmodifiableBoundedCollection,public static <E> BoundedCollection<E> unmodifiableBoundedCollection(Collection<? extends E> collection),public_static_top_level,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/collection/UnmodifiableBoundedCollection.java,maven_original_project
J2-021,org.apache.commons.math4.core.jdkmath.AccurateMath#log1p,public static double log1p(final double x),public_static_top_level,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,maven_original_project
J2-022,org.apache.commons.math4.legacy.core.dfp.DfpMath#pow,"public static Dfp pow(Dfp base, int a)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy-core/src/main/java/org/apache/commons/math4/legacy/core/dfp/DfpMath.java,maven_original_project
J2-023,org.apache.commons.math4.legacy.linear.BlockFieldMatrix#toBlocksLayout,public static <T extends FieldElement<T>> T[][] toBlocksLayout(final T[][] rawData),public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/BlockFieldMatrix.java,maven_original_project
J2-024,org.apache.commons.math4.legacy.linear.BlockRealMatrix#toBlocksLayout,public static double[][] toBlocksLayout(final double[][] rawData),public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/BlockRealMatrix.java,maven_original_project
J2-025,org.joda.time.DateTimeComparator#getInstance,"public static DateTimeComparator getInstance(DateTimeFieldType lowerLimit, DateTimeFieldType upperLimit)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeComparator.java,maven_original_project
J2-026,org.joda.time.Minutes#minutes,public static Minutes minutes(int minutes),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/Minutes.java,maven_original_project
J2-027,org.joda.time.Seconds#seconds,public static Seconds seconds(int seconds),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/Seconds.java,maven_original_project
J2-028,org.joda.time.Weeks#weeks,public static Weeks weeks(int weeks),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/Weeks.java,maven_original_project
J2-029,org.joda.time.Years#years,public static Years years(int years),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/Years.java,maven_original_project
J2-030,org.joda.time.chrono.IslamicChronology#getInstance,"public static IslamicChronology getInstance(DateTimeZone zone, LeapYearPatternType leapYears)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/IslamicChronology.java,maven_original_project
J2-031,org.joda.time.chrono.LimitChronology#getInstance,"public static LimitChronology getInstance(Chronology base, ReadableDateTime lowerLimit, ReadableDateTime upperLimit)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/LimitChronology.java,maven_original_project
J2-032,org.joda.time.format.FormatUtils#appendPaddedInteger,"public static void appendPaddedInteger(Appendable appendable, long value, int size)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,maven_original_project
J2-033,org.joda.time.format.FormatUtils#writePaddedInteger,"public static void writePaddedInteger(Writer out, long value, int size)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,maven_original_project
J2-034,org.joda.time.format.FormatUtils#calculateDigitCount,public static int calculateDigitCount(long value),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,maven_original_project
J2-035,org.joda.time.DateTimeZone#getDefault,public static DateTimeZone getDefault(),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeZone.java,maven_original_project
J2-036,org.joda.time.Period#fieldDifference,"public static Period fieldDifference(ReadablePartial start, ReadablePartial end)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/Period.java,maven_original_project
J2-037,org.joda.time.chrono.CopticChronology#getInstance,"public static CopticChronology getInstance(DateTimeZone zone, int minDaysInFirstWeek)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/CopticChronology.java,maven_original_project
J2-038,org.joda.time.chrono.EthiopicChronology#getInstance,"public static EthiopicChronology getInstance(DateTimeZone zone, int minDaysInFirstWeek)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/EthiopicChronology.java,maven_original_project
J2-039,org.joda.time.chrono.GregorianChronology#getInstance,"public static GregorianChronology getInstance(DateTimeZone zone, int minDaysInFirstWeek)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/GregorianChronology.java,maven_original_project
J2-040,org.joda.time.chrono.JulianChronology#getInstance,"public static JulianChronology getInstance(DateTimeZone zone, int minDaysInFirstWeek)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/JulianChronology.java,maven_original_project
J2-041,org.apache.commons.cli.help.TextHelpAppendable#indexOfWrap,"public static int indexOfWrap(final CharSequence text, final int width, final int startPos)",public_static_top_level,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/help/TextHelpAppendable.java,maven_original_project
J2-042,org.apache.commons.math4.core.jdkmath.AccurateMath#tanh,public static double tanh(double x),public_static_top_level,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,maven_original_project
J2-043,org.apache.commons.math4.legacy.distribution.fitting.MultivariateNormalMixtureExpectationMaximization#estimate,"public static MixtureMultivariateNormalDistribution estimate(final double[][] data, final int numComponents)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/distribution/fitting/MultivariateNormalMixtureExpectationMaximization.java,maven_original_project
J2-044,com.google.gson.reflect.TypeToken#getParameterized,"public static TypeToken<?> getParameterized(Type rawType, Type... typeArguments)",public_static_top_level,data-research/raw/gson/gson/src/main/java/com/google/gson/reflect/TypeToken.java,maven_original_project
J2-045,com.google.gson.internal.Primitives#isWrapperType,public static boolean isWrapperType(Type type),public_static_top_level,data-research/raw/gson/gson/src/main/java/com/google/gson/internal/Primitives.java,maven_original_project
J2-046,org.jfree.chart.internal.SerialUtils#writeShape,"public static void writeShape(Shape shape, ObjectOutputStream stream)",public_static_top_level,data-research/raw/jfreechart/src/main/java/org/jfree/chart/internal/SerialUtils.java,maven_original_project
J2-047,org.jfree.chart.text.TextUtils#createTextBlock,"public static TextBlock createTextBlock(String text, Font font, Paint paint, float maxWidth, int maxLines, TextMeasurer measurer)",public_static_top_level,data-research/raw/jfreechart/src/main/java/org/jfree/chart/text/TextUtils.java,maven_original_project
J2-048,org.jfree.data.general.DatasetUtils#createConsolidatedPieDataset,"public static <K extends Comparable<K>> PieDataset<K> createConsolidatedPieDataset( PieDataset<K> source, K key, double minimumPercent, int minItems)",public_static_top_level,data-research/raw/jfreechart/src/main/java/org/jfree/data/general/DatasetUtils.java,maven_original_project
J2-049,org.jfree.data.json.JSONUtils#writeKeyedValues2D,"public static void writeKeyedValues2D(KeyedValues2D data, Writer writer)",public_static_top_level,data-research/raw/jfreechart/src/main/java/org/jfree/data/json/JSONUtils.java,maven_original_project
J2-050,org.jsoup.helper.W3CDom#asString,"public static String asString(Document doc, @Nullable Map<String, String> properties)",public_static_top_level,data-research/raw/jsoup/src/main/java/org/jsoup/helper/W3CDom.java,maven_original_project
J2-051,org.joda.time.Interval#parseWithOffset,public static Interval parseWithOffset(String str),public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/Interval.java,maven_original_project
J2-052,org.joda.time.field.FieldUtils#safeMultiply,"public static long safeMultiply(long val1, long val2)",public_static_top_level,data-research/raw/joda-time/src/main/java/org/joda/time/field/FieldUtils.java,maven_original_project
J2-053,org.apache.commons.cli.PatternOptionBuilder#getValueType,public static Class<?> getValueType(final char ch),public_static_top_level,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,maven_original_project
J2-054,org.apache.commons.cli.PatternOptionBuilder#isValueCode,public static boolean isValueCode(final char ch),public_static_top_level,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,maven_original_project
J2-055,org.apache.commons.collections4.functors.InstantiateFactory#instantiateFactory,"public static <T> Factory<T> instantiateFactory(final Class<T> classToInstantiate, final Class<?>[] paramTypes, final Object[] args)",public_static_top_level,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/functors/InstantiateFactory.java,maven_original_project
J2-056,org.apache.commons.collections4.functors.InstantiateTransformer#instantiateTransformer,"public static <T> Transformer<Class<? extends T>, T> instantiateTransformer(final Class<?>[] paramTypes, final Object[] args)",public_static_top_level,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/functors/InstantiateTransformer.java,maven_original_project
J2-057,org.apache.commons.collections4.functors.InvokerTransformer#invokerTransformer,"public static <I, O> Transformer<I, O> invokerTransformer(final String methodName, final Class<?>[] paramTypes, final Object[] args)",public_static_top_level,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/functors/InvokerTransformer.java,maven_original_project
J2-058,org.apache.commons.math4.core.jdkmath.AccurateMath#sinh,public static double sinh(double x),public_static_top_level,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,maven_original_project
J2-059,org.apache.commons.math4.legacy.linear.MatrixUtils#solveLowerTriangularSystem,"public static void solveLowerTriangularSystem(RealMatrix rm, RealVector b)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/MatrixUtils.java,maven_original_project
J2-060,org.apache.commons.math4.legacy.linear.MatrixUtils#solveUpperTriangularSystem,"public static void solveUpperTriangularSystem(RealMatrix rm, RealVector b)",public_static_top_level,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/MatrixUtils.java,maven_original_project
P2-001,flask.app.Flask.raise_routing_exception,"def raise_routing_exception(self, request: Request) -> t.NoReturn",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-002,flask.app.Flask.update_template_context,"def update_template_context(self, ctx: AppContext, context: dict[str, t.Any]) -> None",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-003,flask.cli.locate_app,"def locate_app(module_name: str, app_name: str | None, raise_if_not_found: bool=True) -> Flask | None",module_function,raw/flask/src/flask/cli.py,import_original_package
P2-004,flask.cli._env_file_callback,"def _env_file_callback(ctx: click.Context, param: click.Option, value: str | None) -> str | None",module_function,raw/flask/src/flask/cli.py,import_original_package
P2-005,flask.cli.run_command,"def run_command(info: ScriptInfo, host: str, port: int, reload: bool, debugger: bool, with_threads: bool, cert: ssl.SSLContext | tuple[str, str | None] | t.Literal['adhoc'] | None, extra_files: list[str] | None, exclude_patterns: list[str] | None) -> None",module_function,raw/flask/src/flask/cli.py,import_original_package
P2-006,flask.cli.shell_command,def shell_command() -> None,module_function,raw/flask/src/flask/cli.py,import_original_package
P2-007,flask.logging.has_level_handler,def has_level_handler(logger: logging.Logger) -> bool,module_function,raw/flask/src/flask/logging.py,import_original_package
P2-008,flask.sansio.scaffold.find_package,"def find_package(import_name: str) -> tuple[str | None, str]",module_function,raw/flask/src/flask/sansio/scaffold.py,import_original_package
P2-009,requests.check_compatibility,"def check_compatibility(urllib3_version: str, chardet_version: str | None, charset_normalizer_version: str | None) -> None",module_function,raw/requests/src/requests/__init__.py,import_original_package
P2-010,requests.auth._basic_auth_str,"def _basic_auth_str(username: bytes | str, password: bytes | str) -> str",module_function,raw/requests/src/requests/auth.py,import_original_package
P2-011,requests.cookies.morsel_to_cookie,def morsel_to_cookie(morsel: Morsel[Any]) -> Cookie,module_function,raw/requests/src/requests/cookies.py,import_original_package
P2-012,requests.sessions.merge_hooks,"def merge_hooks(request_hooks: _t.HooksType, session_hooks: _t.HooksType, dict_class: type=OrderedDict) -> _t.HooksType",module_function,raw/requests/src/requests/sessions.py,import_original_package
P2-013,requests.utils.guess_filename,def guess_filename(obj: Any) -> str | None,module_function,raw/requests/src/requests/utils.py,import_original_package
P2-014,requests.utils.unquote_header_value,"def unquote_header_value(value: str, is_filename: bool=False) -> str",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-015,requests.utils.get_encoding_from_headers,def get_encoding_from_headers(headers: CaseInsensitiveDict[str]) -> str | None,module_function,raw/requests/src/requests/utils.py,import_original_package
P2-016,requests.utils.stream_decode_response_unicode,"def stream_decode_response_unicode(iterator: Iterable[bytes], r: Response) -> Generator[str | bytes, None, None]",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-017,requests.utils.set_environ,"def set_environ(env_name: str, value: str | None) -> Generator[None, None, None]",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-018,requests.utils.select_proxy,"def select_proxy(url: str, proxies: dict[str, str] | None) -> str | None",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-019,requests.utils.resolve_proxies,"def resolve_proxies(request: Request | PreparedRequest, proxies: dict[str, str] | None, trust_env: bool=True) -> dict[str, str]",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-020,requests.utils.prepend_scheme_if_needed,"def prepend_scheme_if_needed(url: str, new_scheme: str) -> str",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-021,requests.utils._validate_header_part,"def _validate_header_part(header: tuple[str | bytes, str | bytes], header_part: str | bytes, header_validator_index: int) -> None",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-022,flask.cli.prepare_import,def prepare_import(path: str) -> str,module_function,raw/flask/src/flask/cli.py,import_original_package
P2-023,flask.helpers.get_flashed_messages,"def get_flashed_messages(with_categories: bool=False, category_filter: t.Iterable[str]=()) -> list[str] | list[tuple[str, str]]",module_function,raw/flask/src/flask/helpers.py,import_original_package
P2-024,flask.json.provider._default,def _default(o: t.Any) -> t.Any,module_function,raw/flask/src/flask/json/provider.py,import_original_package
P2-025,requests.cookies.merge_cookies,"def merge_cookies(cookiejar: CookieJar, cookies: dict[str, str] | CookieJar | None) -> CookieJar",module_function,raw/requests/src/requests/cookies.py,import_original_package
P2-026,requests.help._implementation,def _implementation(),module_function,raw/requests/src/requests/help.py,import_original_package
P2-027,requests.help.info,"def info() -> dict[str, Any]",module_function,raw/requests/src/requests/help.py,import_original_package
P2-028,requests.hooks.dispatch_hook,"def dispatch_hook(key: str, hooks: _t.HooksInputType | None, hook_data: Response, **kwargs: Any) -> Response",module_function,raw/requests/src/requests/hooks.py,import_original_package
P2-029,requests.status_codes._init,def _init(),module_function,raw/requests/src/requests/status_codes.py,import_original_package
P2-030,requests.utils.get_unicode_from_response,def get_unicode_from_response(r: Response) -> str | bytes | None,module_function,raw/requests/src/requests/utils.py,import_original_package
P2-031,requests.utils.unquote_unreserved,def unquote_unreserved(uri: str) -> str,module_function,raw/requests/src/requests/utils.py,import_original_package
P2-032,requests.utils.is_valid_cidr,def is_valid_cidr(string_network: str) -> bool,module_function,raw/requests/src/requests/utils.py,import_original_package
P2-033,requests.utils.parse_header_links,"def parse_header_links(value: str) -> list[dict[str, str]]",module_function,raw/requests/src/requests/utils.py,import_original_package
P2-034,flask.app.Flask.create_url_adapter,"def create_url_adapter(self, request: Request | None) -> MapAdapter | None",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-035,flask.app.Flask.handle_user_exception,"def handle_user_exception(self, ctx: AppContext, e: Exception) -> HTTPException | ft.ResponseReturnValue",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-036,flask.config.Config.from_prefixed_env,"def from_prefixed_env(self, prefix: str='FLASK', *, loads: t.Callable[[str], t.Any]=json.loads) -> bool",instance_or_class_method,raw/flask/src/flask/config.py,import_original_package
P2-037,flask.ctx.AppContext.pop,"def pop(self, exc: BaseException | None=None) -> None",instance_or_class_method,raw/flask/src/flask/ctx.py,import_original_package
P2-038,flask.json.provider.JSONProvider._prepare_response_obj,"def _prepare_response_obj(self, args: tuple[t.Any, ...], kwargs: dict[str, t.Any]) -> t.Any",instance_or_class_method,raw/flask/src/flask/json/provider.py,import_original_package
P2-039,flask.sansio.app.App._find_error_handler,"def _find_error_handler(self, e: Exception, blueprints: list[str]) -> ft.ErrorHandlerCallable | None",instance_or_class_method,raw/flask/src/flask/sansio/app.py,import_original_package
P2-040,flask.testing.FlaskClient.open,"def open(self, *args: t.Any, buffered: bool=False, follow_redirects: bool=False, **kwargs: t.Any) -> TestResponse",instance_or_class_method,raw/flask/src/flask/testing.py,import_original_package
P2-041,flask.views.MethodView.__init_subclass__,"def __init_subclass__(cls, **kwargs: t.Any) -> None",instance_or_class_method,raw/flask/src/flask/views.py,import_original_package
P2-042,requests.adapters._urllib3_request_context,"def _urllib3_request_context(request: PreparedRequest, verify: bool | str | None, client_cert: tuple[str, str] | str | None, poolmanager: PoolManager) -> tuple[dict[str, Any], dict[str, Any]]",module_function,raw/requests/src/requests/adapters.py,import_original_package
P2-043,requests.cookies.cookiejar_from_dict,"def cookiejar_from_dict(cookie_dict: dict[str, str] | None, cookiejar: CookieJar | None=None, overwrite: bool=True) -> CookieJar",module_function,raw/requests/src/requests/cookies.py,import_original_package
P2-044,flask.app.Flask.preprocess_request,"def preprocess_request(self, ctx: AppContext) -> ft.ResponseReturnValue | None",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-045,flask.app.Flask.wsgi_app,"def wsgi_app(self, environ: WSGIEnvironment, start_response: StartResponse) -> cabc.Iterable[bytes]",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-046,flask.cli.ScriptInfo.load_app,def load_app(self) -> Flask,instance_or_class_method,raw/flask/src/flask/cli.py,import_original_package
P2-047,flask.debughelpers._dump_loader_info,def _dump_loader_info(loader: BaseLoader) -> t.Iterator[str],module_function,raw/flask/src/flask/debughelpers.py,import_original_package
P2-048,requests.cookies.remove_cookie_by_name,"def remove_cookie_by_name(cookiejar: CookieJar, name: str, domain: str | None=None, path: str | None=None) -> None",module_function,raw/requests/src/requests/cookies.py,import_original_package
P2-049,requests.models.Response.json,"def json(self, **kwargs: Any) -> Any",instance_or_class_method,raw/requests/src/requests/models.py,import_original_package
P2-050,requests.sessions.merge_setting,"def merge_setting(request_setting: Any, session_setting: Any, dict_class: type=OrderedDict) -> Any",module_function,raw/requests/src/requests/sessions.py,import_original_package
P2-051,requests.utils.extract_zipped_paths,def extract_zipped_paths(path: str) -> str,module_function,raw/requests/src/requests/utils.py,import_original_package
P2-052,flask.cli._validate_key,"def _validate_key(ctx: click.Context, param: click.Parameter, value: t.Any) -> t.Any",module_function,raw/flask/src/flask/cli.py,import_original_package
P2-053,flask.helpers.get_root_path,def get_root_path(import_name: str) -> str,module_function,raw/flask/src/flask/helpers.py,import_original_package
P2-054,requests.cookies.RequestsCookieJar._find_no_duplicates,"def _find_no_duplicates(self, name: str, domain: str | None=None, path: str | None=None) -> str",instance_or_class_method,raw/requests/src/requests/cookies.py,import_original_package
P2-055,requests.models.Response.iter_lines,"def iter_lines(self, chunk_size: int=ITER_CHUNK_SIZE, decode_unicode: bool=False, delimiter: str | bytes | None=None) -> Iterator[str | bytes]",instance_or_class_method,raw/requests/src/requests/models.py,import_original_package
P2-056,requests.sessions.Session.merge_environment_settings,"def merge_environment_settings(self, url: str, proxies: dict[str, str] | None, stream: bool | None, verify: _t.VerifyType | None, cert: _t.CertType) -> dict[str, Any]",instance_or_class_method,raw/requests/src/requests/sessions.py,import_original_package
P2-057,flask.app.Flask.__init_subclass__,"def __init_subclass__(cls, **kwargs: t.Any) -> None",instance_or_class_method,raw/flask/src/flask/app.py,import_original_package
P2-058,flask.sansio.scaffold._find_package_path,def _find_package_path(import_name: str) -> str,module_function,raw/flask/src/flask/sansio/scaffold.py,import_original_package
P2-059,flask.testing.EnvironBuilder.__init__,"def __init__(self, app: Flask, path: str='/', base_url: str | None=None, subdomain: str | None=None, url_scheme: str | None=None, *args: t.Any, **kwargs: t.Any) -> None",instance_or_class_method,raw/flask/src/flask/testing.py,import_original_package
P2-060,requests.sessions.SessionRedirectMixin.should_strip_auth,"def should_strip_auth(self, old_url: str, new_url: str) -> bool",instance_or_class_method,raw/requests/src/requests/sessions.py,import_original_package
